id,department,role_family,capability_level,max_risk
"automation-and-integration-platform-operations-reliability-senior-specialist","Automation & Integration Platform","operations-reliability","L2","R2"
"automation-and-integration-platform-operations-reliability-team-lead","Automation & Integration Platform","operations-reliability","L3","R2"
"automation-and-integration-platform-operations-reliability-department-lead","Automation & Integration Platform","operations-reliability","L4","R3"
"automation-and-integration-platform-operations-reliability-executive-coordinator","Automation & Integration Platform","operations-reliability","L5","R3"
"automation-and-integration-platform-verification-governance-utility-worker","Automation & Integration Platform","verification-governance","L0","R1"
"automation-and-integration-platform-verification-governance-specialist","Automation & Integration Platform","verification-governance","L1","R1"
"automation-and-integration-platform-verification-governance-senior-specialist","Automation & Integration Platform","verification-governance","L2","R2"
"automation-and-integration-platform-verification-governance-team-lead","Automation & Integration Platform","verification-governance","L3","R2"
"automation-and-integration-platform-verification-governance-department-lead","Automation & Integration Platform","verification-governance","L4","R3"
"automation-and-integration-platform-verification-governance-executive-coordinator","Automation & Integration Platform","verification-governance","L5","R3"
"automation-and-integration-platform-knowledge-coordination-utility-worker","Automation & Integration Platform","knowledge-coordination","L0","R1"
"automation-and-integration-platform-knowledge-coordination-specialist","Automation & Integration Platform","knowledge-coordination","L1","R1"
"automation-and-integration-platform-knowledge-coordination-senior-specialist","Automation & Integration Platform","knowledge-coordination","L2","R2"
"automation-and-integration-platform-knowledge-coordination-team-lead","Automation & Integration Platform","knowledge-coordination","L3","R2"
"automation-and-integration-platform-knowledge-coordination-department-lead","Automation & Integration Platform","knowledge-coordination","L4","R3"
"automation-and-integration-platform-knowledge-coordination-executive-coordinator","Automation & Integration Platform","knowledge-coordination","L5","R3"
"enterprise-architecture-and-shared-services-strategy-planning-utility-worker","Enterprise Architecture & Shared Services","strategy-planning","L0","R1"
"enterprise-architecture-and-shared-services-strategy-planning-specialist","Enterprise Architecture & Shared Services","strategy-planning","L1","R1"
"enterprise-architecture-and-shared-services-strategy-planning-senior-specialist","Enterprise Architecture & Shared Services","strategy-planning","L2","R2"
"enterprise-architecture-and-shared-services-strategy-planning-team-lead","Enterprise Architecture & Shared Services","strategy-planning","L3","R2"
"enterprise-architecture-and-shared-services-strategy-planning-department-lead","Enterprise Architecture & Shared Services","strategy-planning","L4","R3"
"enterprise-architecture-and-shared-services-strategy-planning-executive-coordinator","Enterprise Architecture & Shared Services","strategy-planning","L5","R3"
"enterprise-architecture-and-shared-services-analysis-research-utility-worker","Enterprise Architecture & Shared Services","analysis-research","L0","R1"
"enterprise-architecture-and-shared-services-analysis-research-specialist","Enterprise Architecture & Shared Services","analysis-research","L1","R1"
"enterprise-architecture-and-shared-services-analysis-research-senior-specialist","Enterprise Architecture & Shared Services","analysis-research","L2","R2"
"enterprise-architecture-and-shared-services-analysis-research-team-lead","Enterprise Architecture & Shared Services","analysis-research","L3","R2"
"enterprise-architecture-and-shared-services-analysis-research-department-lead","Enterprise Architecture & Shared Services","analysis-research","L4","R3"
"enterprise-architecture-and-shared-services-analysis-research-executive-coordinator","Enterprise Architecture & Shared Services","analysis-research","L5","R3"
"enterprise-architecture-and-shared-services-implementation-delivery-utility-worker","Enterprise Architecture & Shared Services","implementation-delivery","L0","R1"
"enterprise-architecture-and-shared-services-implementation-delivery-specialist","Enterprise Architecture & Shared Services","implementation-delivery","L1","R1"
"enterprise-architecture-and-shared-services-implementation-delivery-senior-specialist","Enterprise Architecture & Shared Services","implementation-delivery","L2","R2"
"enterprise-architecture-and-shared-services-implementation-delivery-team-lead","Enterprise Architecture & Shared Services","implementation-delivery","L3","R2"
"enterprise-architecture-and-shared-services-implementation-delivery-department-lead","Enterprise Architecture & Shared Services","implementation-delivery","L4","R3"
"enterprise-architecture-and-shared-services-implementation-delivery-executive-coordinator","Enterprise Architecture & Shared Services","implementation-delivery","L5","R3"
"enterprise-architecture-and-shared-services-operations-reliability-utility-worker","Enterprise Architecture & Shared Services","operations-reliability","L0","R1"
"enterprise-architecture-and-shared-services-operations-reliability-specialist","Enterprise Architecture & Shared Services","operations-reliability","L1","R1"
"enterprise-architecture-and-shared-services-operations-reliability-senior-specialist","Enterprise Architecture & Shared Services","operations-reliability","L2","R2"
"enterprise-architecture-and-shared-services-operations-reliability-team-lead","Enterprise Architecture & Shared Services","operations-reliability","L3","R2"
"enterprise-architecture-and-shared-services-operations-reliability-department-lead","Enterprise Architecture & Shared Services","operations-reliability","L4","R3"
"enterprise-architecture-and-shared-services-operations-reliability-executive-coordinator","Enterprise Architecture & Shared Services","operations-reliability","L5","R3"
"enterprise-architecture-and-shared-services-verification-governance-utility-worker","Enterprise Architecture & Shared Services","verification-governance","L0","R1"
"enterprise-architecture-and-shared-services-verification-governance-specialist","Enterprise Architecture & Shared Services","verification-governance","L1","R1"
"enterprise-architecture-and-shared-services-verification-governance-senior-specialist","Enterprise Architecture & Shared Services","verification-governance","L2","R2"
"enterprise-architecture-and-shared-services-verification-governance-team-lead","Enterprise Architecture & Shared Services","verification-governance","L3","R2"
"enterprise-architecture-and-shared-services-verification-governance-department-lead","Enterprise Architecture & Shared Services","verification-governance","L4","R3"
"enterprise-architecture-and-shared-services-verification-governance-executive-coordinator","Enterprise Architecture & Shared Services","verification-governance","L5","R3"
"enterprise-architecture-and-shared-services-knowledge-coordination-utility-worker","Enterprise Architecture & Shared Services","knowledge-coordination","L0","R1"
"enterprise-architecture-and-shared-services-knowledge-coordination-specialist","Enterprise Architecture & Shared Services","knowledge-coordination","L1","R1"
"enterprise-architecture-and-shared-services-knowledge-coordination-senior-specialist","Enterprise Architecture & Shared Services","knowledge-coordination","L2","R2"
"enterprise-architecture-and-shared-services-knowledge-coordination-team-lead","Enterprise Architecture & Shared Services","knowledge-coordination","L3","R2"
"enterprise-architecture-and-shared-services-knowledge-coordination-department-lead","Enterprise Architecture & Shared Services","knowledge-coordination","L4","R3"
